method,seed,query,ro,parent_r2,child_r2
BIF (hot),2697408,17,0.9588240321261545,0.5760272521935643,0.4073716814100771
BIF (hot),2697408,18,0.9588240321261545,0.5795108227808834,0.41828263914242597
BIF (hot),2697408,19,0.9588240321261545,0.5778311244694305,0.42582222856300017
BIF (hot),5135059,0,0.28363944392304546,0.0,0.0
BIF (hot),5135059,1,0.9382793281076746,9.44718758014531e-05,0.541325240279103
BIF (hot),5135059,2,0.8363675985581234,0.13306174610942517,0.5725513840214624
BIF (hot),5135059,3,0.9713826043046367,0.16006009196615775,0.5510664982757264
BIF (hot),5135059,4,0.9665679521946323,0.1513105347345584,0.5373686670171859
BIF (hot),5135059,5,0.8950288199056391,0.4503559877696537,0.4550221942419293
BIF (hot),5135059,6,0.8898494488582143,0.4475188470760591,0.33127034587083326
BIF (hot),5135059,7,0.8898494488582143,0.4818122641643482,0.35600580587413955
BIF (hot),5135059,8,0.90166741286221,0.45855684227756266,0.35600202142128384
BIF (hot),5135059,9,0.90166741286221,0.5013776995360788,0.3504732705804444
BIF (hot),5135059,10,0.8931259946426231,0.4908992393406215,0.35783581079213783
BIF (hot),5135059,11,0.8931259946426231,0.505790388387059,0.3389890108735778
BIF (hot),5135059,12,0.8931259946426231,0.5145077154975632,0.3558402629366947
BIF (hot),5135059,13,0.8931259946426231,0.5313865138317834,0.347749349743289
BIF (hot),5135059,14,0.9588240321261545,0.5314950465996572,0.42971067094513804
BIF (hot),5135059,15,0.9588240321261545,0.5274061634214895,0.41672776240674814
BIF (hot),5135059,16,0.9588240321261545,0.5282634312631072,0.41938704662039866
BIF (hot),5135059,17,0.9588240321261545,0.5361378274480826,0.41129226734089774
BIF (hot),5135059,18,0.9588240321261545,0.5313507689074537,0.4390850583794144
BIF (hot),5135059,19,0.9588240321261545,0.5213248530263284,0.43830732473229167
BIF (hot),6813578,0,0.7052842520396647,0.0,0.0
BIF (hot),6813578,1,0.8692995191632016,0.29834193392734254,0.004005165982237133
BIF (hot),6813578,2,0.8966468491260778,0.2927839127057945,0.017509141089478212
BIF (hot),6813578,3,0.8950288199056391,0.22903034551768195,0.19659695382694303
BIF (hot),6813578,4,0.8899185609267019,0.4301567189594484,0.35094193470062957
BIF (hot),6813578,5,0.8898494488582143,0.09911960034850925,0.32933976206845894
BIF (hot),6813578,6,0.9588240321261545,0.30626982006646153,0.33539009070922393
BIF (hot),6813578,7,0.9588240321261545,0.3690028747860172,0.4600325976696852
BIF (hot),6813578,8,0.8898494488582143,0.39122031814603253,0.5204036935011189
BIF (hot),6813578,9,0.9027901943994274,0.38122966976637535,0.4181533506547426
BIF (hot),6813578,10,0.9027901943994274,0.12913759877926576,0.477633217335437
BIF (hot),6813578,11,0.9673658031621187,0.139687169445164,0.558076095718457
BIF (hot),6813578,12,0.9673658031621187,0.2743409206768372,0.5400081752653765
BIF (hot),6813578,13,0.9927977495960186,0.2806739232159811,0.5160303092872033
BIF (hot),6813578,14,0.9927977495960186,0.2764973831005388,0.532861266380266
BIF (hot),6813578,15,0.9927977495960186,0.2782080536238681,0.5174773368212024
BIF (hot),6813578,16,0.9927977495960186,0.26653154345633245,0.49739632388139376
BIF (hot),6813578,17,0.9927977495960186,0.2648255896691265,0.4886611320675725
BIF (hot),6813578,18,0.9927977495960186,0.4752799555352477,0.45555160757925184
BIF (hot),6813578,19,0.9619812128074955,0.47168441596835514,0.5670854091105275
BIF (hot),430826,0,0.42382055348981196,0.0,0.0
BIF (hot),430826,1,0.8817488380891294,0.4001561289907264,0.3047279703685592
BIF (hot),430826,2,0.8692995191632016,0.1954957317271958,0.27475187660490435
BIF (hot),430826,3,0.8770190083617748,0.12502161318815458,0.038599043682492645
