method,seed,query,ro,parent_r2,child_r2
BIF,9314146,1,0.9491943413465846,0.0,0.0
BIF,9314146,2,0.9491943413465846,0.0,0.0
BIF,9314146,3,0.7570809976918343,0.15013808447741714,0.0035045963797824134
BIF,9314146,4,0.8255121877962809,0.12252244990060161,0.1419172035901361
BIF,9314146,5,0.9417926187427768,0.0009912105137384326,0.14820603044088107
BIF,9314146,6,0.9432567073635896,1.521396847389302e-05,0.006218460989932684
BIF,9314146,7,0.9432567073635896,0.09202194173749854,0.0015567618312326188
BIF,9314146,8,0.942438046158019,0.09734606879519622,0.2900588866255411
BIF,9314146,9,0.942438046158019,0.10172834872378593,0.3317020763288726
BIF,9314146,10,0.9413872525930824,0.07951583032378283,0.346822939813975
BIF,9314146,11,0.942438046158019,0.07972507731861178,0.34861545480978307
BIF,9314146,12,0.942438046158019,0.145237471375611,0.34498897109210097
BIF,9314146,13,0.942438046158019,0.13789103642439185,0.32287224495948275
BIF,9314146,14,0.942438046158019,0.1331186941839007,0.3098063031977172
BIF,9314146,15,0.9469925228575354,0.12309804177816296,0.2890727544211624
BIF,9314146,16,0.9469925228575354,0.12201543779958511,0.2434694276804404
BIF,9314146,17,0.9469925228575354,0.13310545823851133,0.23872770607074723
BIF,9314146,18,0.9469925228575354,0.08144288226278648,0.27357797415018986
BIF,9314146,19,0.9469925228575354,0.07839696661919375,0.16938143487618862
BIF,9488226,0,0.9849120831123843,0.0,0.0
BIF,9488226,1,0.9849120831123843,0.0,0.0
BIF,9488226,2,0.9849120831123843,0.0,0.0
BIF,9488226,3,0.940204203296445,0.08240671201261918,0.24342399483907073
BIF,9488226,4,0.9964264019122341,0.08706534966939053,0.4919219819372712
BIF,9488226,5,0.9964264019122341,0.0931959066414854,0.5037012965111584
BIF,9488226,6,0.99373896912277,0.06939284589377445,0.46729036744071173
BIF,9488226,7,0.9935020150424948,0.13216148426866092,0.43706295845786725
BIF,9488226,8,0.9964264019122341,0.12775620066179083,0.4634095088284624
BIF,9488226,9,0.9964264019122341,0.09437805878250607,0.45127066469882693
